,carname,price,milage,hubraum,transmission,num_seats,num_doors,emission_class,car_type,num_owners,age,power_ps,power_kw,Schaden,Model,amg,mc_laren,blk_series,blue_eff,g_pow,brabus,avantgarde,elegance,tag_63,tag_65,tag_55,tüv,E10,biodiesel,pflanzenöl,electric,fueltype
2711,Mercedes-Benz Mercedes Benz A 150,2400.0,207000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,14.833333333333334,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2712,Mercedes-Benz Mercedes Benz C180 Kompressor Sportcoupé,2999.0,187000.0,2386.2583961617547,Schaltgetriebe,na,na,na,sport,na,14.166666666666666,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2713,Mercedes-Benz Mercedes Benz E 280 - 4 Matic mit TÜV,2200.0,362465.0,2506.206500956023,Automatik,na,na,na,kombi,na,21.75,250.86870229007633,184.57506361323155,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2714,Mercedes-Benz Mercedes-Benz C180 Kompressor Elegance,3000.0,222831.0,2386.2583961617547,Automatik,na,na,na,kombi,na,13.916666666666666,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
2715,Mercedes-Benz C -Klasse T-Modell C 240 T 4-Matic//FACELIFT,2998.0,283000.0,2597.0,Automatik,5,4/5,Euro4,kombi,na,15.416666666666666,170.0,125.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2716,Mercedes-Benz ML 270 CDI*Leder*AHK*Schiebedach*TÜV 05.21*Euro4,2900.0,260000.0,2685.0,Automatik,5,4/5,Euro4,suv,5,15.666666666666666,163.0,120.0,without,M-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
2717,Mercedes-Benz Mercedes S Klasse 320 CDI,2350.0,287000.0,3844.728501228501,Automatik,na,na,na,limousine,na,19.166666666666668,197.0,145.0,na,S-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2718,Mercedes-Benz Mercedes c180,2500.0,174000.0,2386.2583961617547,Automatik,na,na,na,sport,na,17.0,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2719,Mercedes-Benz A 150 Classic Tüv und Au NEU 12.2022,2950.0,134000.0,1498.0,Schaltgetriebe,5,2/3,Euro4,limousine,2,13.583333333333334,95.0,70.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2720,Mercedes-Benz Mercedes Benz C180 Kompressor T-Modell S20...,2290.0,239200.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,14.0,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2721,Mercedes-Benz Mercedes-Benz E-Klasse 220 CDI,2800.0,228172.0,2506.206500956023,Schaltgetriebe,na,na,na,limousine,na,16.666666666666668,150.0,110.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2722,Mercedes-Benz Clk 200 w208,2850.0,180000.0,2927.7894736842104,Automatik,na,na,na,sport,na,20.166666666666668,136.0,100.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2723,Mercedes-Benz Mercedes c 180 Kompressor Coupe,2399.0,215000.0,2386.2583961617547,-1,na,na,na,sport,na,14.166666666666666,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2724,Mercedes-Benz Mercedes Benz 200 Turbo,2900.0,152000.0,3312.844155844156,Schaltgetriebe,na,na,na,kleinwagen,na,14.5,193.0,142.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2725,Mercedes-Benz Mercedes Benz C200 CDI Automatik,2000.0,260000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,18.416666666666668,116.0,85.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2726,Mercedes-Benz E.220cdi 170ps Kombi,2900.0,302000.0,3312.844155844156,Automatik,na,na,na,kombi,na,12.0,170.0,125.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2727,Mercedes-Benz Mercedes Benz E280 Avantgarde W210 09/22TÜV,2900.0,348000.0,2506.206500956023,-1,na,na,na,kombi,na,17.583333333333332,250.86870229007633,184.57506361323155,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Benzin
2728,Mercedes-Benz C 220 T CDI Classic,2600.0,330000.0,2148.0,Schaltgetriebe,5,4/5,Euro4,kombi,2,13.083333333333334,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2729,"Mercedes-Benz Sportliches Auto, C230 Mercedes, TÜV 2022,...",2500.0,225000.0,2386.2583961617547,Automatik,na,na,na,sport,na,17.333333333333332,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2730,"Mercedes-Benz Mercedes C230 Kompressor, behindertengercht",2500.0,225000.0,2386.2583961617547,Automatik,na,na,na,sport,na,17.333333333333332,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2731,Mercedes-Benz C -Klasse T-Modell C 220 T CDI,2999.0,199865.0,2148.0,Automatik,5,4/5,Euro4,kombi,5,15.166666666666666,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2732,Mercedes-Benz A -Klasse A 160 Special Edition,2750.0,197000.0,1498.0,Schaltgetriebe,5,4/5,Euro4,limousine,2,9.583333333333334,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2733,Mercedes-Benz Mercedes E220 CDI,2900.0,230000.0,2506.206500956023,Automatik,na,na,na,limousine,na,16.583333333333332,150.0,110.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2734,Mercedes-Benz E 200 CDI,3000.0,525500.0,2148.0,Schaltgetriebe,5,4/5,Euro4,kombi,2,10.333333333333334,136.0,100.0,without,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2735,"Mercedes-Benz Mercedes C230 Kompressor, behindertengerecht",2500.0,225000.0,2386.2583961617547,Automatik,na,na,na,andere,na,17.333333333333332,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2736,"Mercedes-Benz Mercedes A140 / W168 Tüv u. Asu bis 04,2...",600.0,208775.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,16.666666666666668,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2737,Mercedes-Benz C200 Kompressor Automatik kein kat,500.0,260951.0,2386.2583961617547,Automatik,na,na,na,kombi,na,17.083333333333332,129.0,95.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2738,Mercedes-Benz Mercedes c180 elegance,1000.0,266000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,23.083333333333332,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
2739,Mercedes-Benz Mercedes A Klasse TüV 06/21 8- fach Bereift,600.0,201000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,21.666666666666668,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2740,Mercedes-Benz Mercedes A140 TÜV 06/21 sofort fahrbereit...,600.0,202000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,21.666666666666668,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2741,Mercedes-Benz Mercedes C180 - guter Zustand,1000.0,179000.0,2386.2583961617547,Schaltgetriebe,na,na,na,sport,na,21.75,120.0,88.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2742,Mercedes-Benz Mercedes C180 - guter Zustand,1000.0,179000.0,2386.2583961617547,Schaltgetriebe,na,na,na,sport,na,21.75,120.0,88.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2743,Mercedes-Benz 1994 MERCEDES elegance 1.8 benzin,750.0,164511.0,3312.844155844156,Automatik,na,na,na,limousine,na,25.083333333333332,120.0,88.0,na,OTHER,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
2744,"Mercedes-Benz Mercedes Vaneo 1,7 CDI Klima 7 Sitzer",850.0,259000.0,1432.1846153846154,Schaltgetriebe,na,na,na,van,na,15.5,91.0,67.0,na,Vaneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2745,Mercedes-Benz Mercedes benz A 170 cdi Zustand gut,650.0,239500.0,1662.0386329866271,Schaltgetriebe,na,na,na,limousine,na,17.916666666666668,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2746,Mercedes-Benz Mercedes C200 Diesel,700.0,430000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,17.083333333333332,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2747,Mercedes-Benz Mercedes Benz A Klasse 140 Automatik tüv n...,999.0,110000.0,1662.0386329866271,Automatik,na,na,na,limousine,na,20.0,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2748,Mercedes-Benz Mercedes-Benz C 220 CDI aus 1 Hand,900.0,236038.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,18.333333333333332,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2749,Mercedes-Benz Mercedes Benz A160 CDI !!!Bastler oder Exp...,950.0,181000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,14.333333333333334,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2750,Mercedes-Benz C Klasse 200 CDI,999.0,459733.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,17.833333333333332,116.0,85.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2751,Mercedes-Benz Mercedes Benz E 240 Benzin,850.0,320000.0,2506.206500956023,Schaltgetriebe,na,na,na,kombi,na,19.166666666666668,170.0,125.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2752,Mercedes-Benz Mercedes Clk 320 w208 MIT KATS,800.0,356000.0,2927.7894736842104,Automatik,na,na,na,sport,na,21.916666666666668,218.0,160.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2753,Mercedes-Benz Mercedes Benz A Klasse,1000.0,252358.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,18.166666666666668,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2754,Mercedes-Benz Mercedes Benz A Klasse,1000.0,252358.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,18.166666666666668,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2755,Mercedes-Benz Mercedes-Benz A 160 TÜV bis 07/2021,900.0,156000.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,21.416666666666668,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2756,Mercedes-Benz Mercedes Benz 200CDI Tüv neu,900.0,370000.0,3312.844155844156,Schaltgetriebe,na,na,na,kombi,na,17.333333333333332,276.94528301886794,203.68490566037735,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
2757,Mercedes-Benz C 220 CDI,990.0,300000.0,2184.0,Schaltgetriebe,5,4/5,Euro4,kombi,na,16.25,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2758,Mercedes-Benz Mercedes A-Klasse,650.0,142000.0,1662.0386329866271,-1,na,na,na,andere,na,17.333333333333332,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na
2759,Mercedes-Benz Mercedes C220,800.0,181000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,25.666666666666668,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2760,Mercedes-Benz Mercedes C240 W203 V6 Benziner TÜV 12/20 1...,999.0,156800.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,18.583333333333332,170.0,125.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2761,Mercedes-Benz Mercedes E Klasse Turbodiesel 270 w210,600.0,300000.0,2506.206500956023,-1,na,na,na,andere,na,17.833333333333332,250.86870229007633,184.57506361323155,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2762,Mercedes-Benz mercedes benz w202 c220 diesel,700.0,300000.0,2386.2583961617547,Schaltgetriebe,na,na,na,andere,na,23.0,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2763,Mercedes-Benz C klasse220 cdi TÜV bis März 2022,750.0,360000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,17.0,140.0,103.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
2764,"Mercedes-Benz DB- E 220 Diesel Typ 210, 95 PS für Bastle...",629.0,344534.0,2506.206500956023,Schaltgetriebe,na,na,na,sport,na,22.083333333333332,95.0,70.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2765,Mercedes-Benz Mercedes c klasse 220,900.0,250000.0,2386.2583961617547,Automatik,na,na,na,limousine,na,18.916666666666668,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2766,Mercedes-Benz Mercedes C Klasse 180 T Kompressor 2006,650.0,264000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,13.75,143.0,105.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2767,Mercedes-Benz tausche Mercedes A160 elegance gegen opel...,500.0,190000.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,20.583333333333332,101.0,74.0,na,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Benzin
2768,Mercedes-Benz Mercedes-Benz C-Klasse W203,500.0,234774.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,18.166666666666668,129.0,95.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2769,Mercedes-Benz Mercedes Benz C200 CDI,999.0,227000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,16.416666666666668,136.0,100.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2770,Mercedes-Benz Mercedes C220 Diesel Coupe Navi,990.0,220121.0,2386.2583961617547,Automatik,na,na,na,sport,na,15.0,150.0,110.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2771,Mercedes-Benz Mercedes e210 356000 km Motor 240,500.0,350000.0,2506.206500956023,Schaltgetriebe,na,na,na,limousine,na,22.583333333333332,170.0,125.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2772,Mercedes-Benz Mercedes a140 W168,800.0,177000.0,3312.844155844156,-1,na,na,na,kleinwagen,na,19.083333333333332,86.0,63.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2773,Mercedes-Benz Auto packt Mercedes benz A 140 klasse/VW polo,999.0,139100.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,16.583333333333332,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2774,Mercedes-Benz Auto packt Mercedes benz A 140 klasse/VW polo,999.0,139100.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,16.583333333333332,80.0,59.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2775,Mercedes-Benz Mercedes Benz A140,550.0,222664.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,17.916666666666668,75.0,55.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2776,Mercedes-Benz Mercedes Benz A170 CDI W168 Elegance,750.0,154750.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,20.083333333333332,90.0,66.0,na,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Diesel
2777,Mercedes-Benz CLK 320,750.0,356000.0,2927.7894736842104,Automatik,4,2/3,Euro2,sport,na,21.416666666666668,218.0,160.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2778,Mercedes-Benz a170 cdi mercedes,500.0,205000.0,3312.844155844156,Automatik,na,na,na,kleinwagen,na,16.25,105.0,77.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2779,Mercedes-Benz Mercedes-benz (Bastler oder Export),600.0,205000.0,3312.844155844156,Automatik,na,na,na,kombi,na,21.583333333333332,150.0,110.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2780,Mercedes-Benz Mercedes C 200 CDI Kombi TÜV 08/2020,999.0,250000.0,2386.2583961617547,Schaltgetriebe,na,na,na,kombi,na,16.75,116.0,85.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
2781,Mercedes-Benz Mercedes c 180,950.0,260000.0,2386.2583961617547,Schaltgetriebe,na,na,na,sport,na,17.666666666666668,140.0,103.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2782,Mercedes-Benz Auto für Winter A-Klasse 140 Avantgarde,850.0,103225.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,17.583333333333332,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
2783,Mercedes-Benz Mercedes benz clk *FESTPREIS*,1000.0,189000.0,2927.7894736842104,Automatik,na,na,na,sport,na,21.416666666666668,198.96330275229357,146.3119266055046,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2784,Mercedes-Benz Mercedes E200 W210 Exportpreis,500.0,188000.0,2506.206500956023,Schaltgetriebe,na,na,na,andere,na,21.666666666666668,136.0,100.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2785,Mercedes-Benz Mercedes Benz C 220 CDI,950.0,330203.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,19.0,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2786,"Mercedes-Benz Mercedes Vaneo 1,9 Benziner",750.0,188000.0,1432.1846153846154,Schaltgetriebe,na,na,na,van,na,16.0,125.0,92.0,na,Vaneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2787,Mercedes-Benz Mercedes Benz A170 CDI TÜV 02/22,999.0,165000.0,1662.0386329866271,Schaltgetriebe,na,na,na,limousine,na,17.583333333333332,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
2788,"Mercedes-Benz Mercedes Vaneo, 1.7CDI, Erster Besitzer!",990.0,356000.0,1432.1846153846154,Schaltgetriebe,na,na,na,van,na,15.833333333333334,91.0,67.0,na,Vaneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2789,Mercedes-Benz Mercedes E320cdi W210 mit Tüv X-Modell,880.0,480500.0,2506.206500956023,Automatik,na,na,na,kombi,na,17.75,197.0,145.0,na,E-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Diesel
2790,Mercedes-Benz MERCEDES BENZ C200 DIESEL MOTOR GETRIEBE S...,999.0,256000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,19.916666666666668,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2791,Mercedes-Benz Mercedes CLK 200 Kompressor Avantgarde,990.0,235000.0,2927.7894736842104,Schaltgetriebe,na,na,na,sport,na,15.833333333333334,163.0,120.0,na,CLK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
2792,Mercedes-Benz Mercedes A 140 TÜV neu 8 Fach Bereift,980.0,192345.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,19.833333333333332,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2793,Mercedes-Benz Mercedes Benz a140,800.0,195000.0,3312.844155844156,Schaltgetriebe,na,na,na,andere,na,19.5,82.0,60.0,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2794,Mercedes-Benz A Klasse Mercedes,500.0,192000.0,1662.0386329866271,Automatik,na,na,na,andere,na,18.0,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2795,Mercedes-Benz Mercedes A140 WINTERAUTO,650.0,160000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,19.333333333333332,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2796,Mercedes-Benz Mercedes A160 zu Verkaufen ohne TÜV!,650.0,101000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,20.416666666666668,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Benzin
2797,Mercedes-Benz Mercedes E320 T Modell Avantgarde Bastler/...,850.0,409432.0,2506.206500956023,Automatik,na,na,na,kombi,na,22.166666666666668,224.0,165.0,na,E-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Benzin
2798,Mercedes-Benz A 140 Classic,850.0,200000.0,1397.0,Schaltgetriebe,5,4/5,Euro2,limousine,2,21.666666666666668,82.0,60.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2799,Mercedes-Benz C 200 CDI .automatgtriben,500.0,274000.0,2386.2583961617547,Automatik,na,na,na,kombi,na,17.416666666666668,116.0,85.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2800,Mercedes-Benz A -Klasse A 160 L Automatik,790.0,309190.0,1595.0,Automatik,5,4/5,Euro3,limousine,1,18.0,102.0,75.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2801,"Mercedes-Benz Mercedes A Klasse 170 Cdi Avantgarde, sehr...",750.0,177500.0,1662.0386329866271,Schaltgetriebe,na,na,na,andere,na,16.5,95.0,70.0,na,A-Klasse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diesel
2802,"Mercedes-Benz Mercedes Vaneo 1,9 Benzin Tuv bis 10.2021",700.0,310000.0,1432.1846153846154,Schaltgetriebe,na,na,na,van,na,16.0,101.7872340425532,74.7872340425532,na,Vaneo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2803,Mercedes-Benz A 140 A 140 ELEGANCE*TÜV 08/2021,650.0,169000.0,1397.0,Schaltgetriebe,5,4/5,Euro4,van,2,21.333333333333332,82.0,60.0,without,A-Klasse,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Benzin
2804,Mercedes-Benz Mercedes Benz A 140,899.0,138000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,19.416666666666668,72.0,53.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2805,Mercedes-Benz Mercedes Benz C 220 Motor Getriebe einwand...,599.0,150000.0,2386.2583961617547,Automatik,na,na,na,kombi,na,18.0,220.64985014985015,162.2937062937063,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2806,"Mercedes-Benz Mercedes Benz, AUTO MUSS HEUTE WEG!!",900.0,300000.0,3312.844155844156,Automatik,na,na,na,andere,na,20.0,276.94528301886794,203.68490566037735,na,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2807,Mercedes-Benz A 140 Fun *Klimaanlage* Leichtmetallfelgen,999.0,223000.0,1397.0,Schaltgetriebe,5,4/5,na,kleinwagen,5,19.333333333333332,82.0,60.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2808,Mercedes-Benz Mercedes clk 320 (AUTO MUSS HEUTE WEG!!),1000.0,300000.0,2927.7894736842104,Automatik,na,na,na,andere,na,20.0,198.96330275229357,146.3119266055046,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2809,Mercedes-Benz 200,1000.0,180000.0,2000.0,Schaltgetriebe,5,4/5,Euro4,limousine,3,24.0,136.0,100.0,without,OTHER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2810,Mercedes-Benz A 170 A 170 CDI (168.009),500.0,253000.0,1689.0,Schaltgetriebe,5,4/5,Euro3,limousine,na,17.583333333333332,95.0,70.0,without,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Diesel
2811,Mercedes-Benz Mercedes Benz A190,600.0,174000.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,18.916666666666668,125.0,92.0,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2812,Mercedes-Benz Mercedes A160,700.0,233100.0,1662.0386329866271,Schaltgetriebe,na,na,na,kleinwagen,na,17.583333333333332,136.0710498409332,100.06998939554613,na,A-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2813,Mercedes-Benz CLK 200 Coupe·Schiebedach·Klima·Tempomat,950.0,203000.0,1998.0,Schaltgetriebe,na,2/3,Euro4,sport,4,20.25,136.0,100.0,na,CLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
2814,Mercedes-Benz Mercedes Benz C180 W202,1000.0,128000.0,2386.2583961617547,Schaltgetriebe,na,na,na,limousine,na,22.416666666666668,122.0,90.0,na,C-Klasse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benzin
